963 0.250000 s
2013 0.580000 s
500 0.120000 s
265 0.050000 s
1924 0.550000 s
1721 0.480000 s
1018 0.270000 s
887 0.240000 s
366 0.080000 s
1692 0.460000 s
1838 0.500000 s
2625 0.740000 s
2073 0.570000 s
1015 0.260000 s
567 0.140000 s
9606 3.020000 s
1101 0.290000 s
743 0.200000 s
1500 0.400000 s
1338 0.350000 s
3418 0.970000 s
12610 4.080000 s
2458 0.680000 s
4160 1.010000 s
1232 0.310000 s
4194 1.200000 s
1179 0.300000 s
909 0.160000 s
4362 1.290000 s
2481 0.690000 s
1880 0.500000 s
3832 1.050000 s
1987 0.550000 s
1423 0.380000 s
2544 0.700000 s
1863 0.470000 s
1335 0.360000 s
590 0.140000 s
3682 0.680000 s
3700 1.060000 s
2410 0.660000 s
5876 1.770000 s
1687 0.470000 s
578 0.140000 s
2417 0.680000 s
1027 0.250000 s
13062 4.180000 s
1106 0.300000 s
1081 0.290000 s
2185 0.600000 s
1780 0.490000 s
3067 0.900000 s
498 0.120000 s
2469 0.680000 s
2609 0.750000 s
1180 0.300000 s
9844 2.870000 s
626 0.140000 s
1759 0.460000 s
2710 0.770000 s
3760 1.050000 s
1659 0.420000 s
1856 0.500000 s
1684 0.470000 s
2772 0.790000 s
767 0.190000 s
831 0.200000 s
1500 0.400000 s
5052 1.500000 s
3384 0.980000 s
718 0.180000 s
452 0.110000 s
1825 0.500000 s
1356 0.360000 s
1880 0.540000 s
2019 0.560000 s
328 0.080000 s
6086 1.840000 s
3749 1.080000 s
21384 7.490000 s
4281 1.170000 s
843 0.220000 s
1006 0.260000 s
1726 0.460000 s
3923 1.110000 s
11376 3.670000 s
3161 0.880000 s
1911 0.500000 s
2886 0.810000 s
2361 0.650000 s
682 0.160000 s
3981 1.100000 s
1219 0.310000 s
5127 1.550000 s
710 0.180000 s
3935 1.120000 s
5988 1.840000 s
4721 1.430000 s
1029 0.260000 s
3029 0.840000 s
1748 0.460000 s
2902 0.790000 s
1827 0.480000 s
1827 0.510000 s
19030 6.650000 s
1544 0.420000 s
7456 2.260000 s
1637 0.190000 s
3903 1.150000 s
839 0.210000 s
6461 1.940000 s
2977 0.870000 s
2311 0.670000 s
3032 0.870000 s
585 0.140000 s
472 0.120000 s
1147 0.310000 s
683 0.170000 s
3661 1.080000 s
878 0.230000 s
1978 0.530000 s
2329 0.640000 s
1297 0.360000 s
2929 0.820000 s
612 0.150000 s
786 0.200000 s
3221 0.970000 s
2740 0.750000 s
3254 0.940000 s
802 0.180000 s
1661 0.440000 s
2336 0.650000 s
1045 0.270000 s
4092 1.160000 s
1576 0.420000 s
1216 0.330000 s
1052 0.260000 s
590 0.130000 s
4189 1.250000 s
3099 0.860000 s
804 0.190000 s
1292 0.340000 s
2002 0.550000 s
1237 0.320000 s
4423 1.280000 s
5021 1.470000 s
1208 0.310000 s
469 0.100000 s
1489 0.390000 s
2163 0.620000 s
10314 3.170000 s
2196 0.600000 s
32500 12.480000 s
2333 0.580000 s
1631 0.440000 s
1436 0.380000 s
2419 0.700000 s
3155 0.880000 s
2564 0.720000 s
1735 0.480000 s
1572 0.410000 s
3459 0.940000 s
5142 1.460000 s
1420 0.370000 s
5888 1.760000 s
2196 0.590000 s
1471 0.390000 s
1077 0.290000 s
1333 0.360000 s
1115 0.280000 s
11703 3.760000 s
4264 1.250000 s
1273 0.350000 s
3383 1.000000 s
1418 0.360000 s
2845 0.840000 s
1999 0.550000 s
1315 0.350000 s
603 0.150000 s
9392 2.930000 s
2309 0.630000 s
873 0.220000 s
8074 2.500000 s
967 0.260000 s
1492 0.380000 s
6908 2.030000 s
2223 0.630000 s
444 0.090000 s
5090 1.520000 s
958 0.250000 s
1532 0.380000 s
2173 0.600000 s
1720 0.470000 s
2817 0.810000 s
1571 0.430000 s
649 0.150000 s
7298 2.220000 s
1574 0.430000 s
2026 0.580000 s
2436 0.700000 s
3160 0.900000 s
827 0.210000 s
975 0.260000 s
1855 0.520000 s
1564 0.440000 s
847 0.210000 s
5552 1.600000 s
617 0.150000 s
2348 0.680000 s
1505 0.380000 s
3104 0.900000 s
2898 0.660000 s
1710 0.470000 s
804 0.200000 s
2714 0.760000 s
1762 0.490000 s
3025 0.830000 s
1563 0.420000 s
1673 0.440000 s
2531 0.680000 s
7144 2.140000 s
2633 0.730000 s
3824 1.120000 s
18925 6.820000 s
2206 0.620000 s
1668 0.430000 s
2961 0.860000 s
1629 0.440000 s
1169 0.300000 s
468 0.110000 s
3815 1.110000 s
2124 0.590000 s
3787 1.110000 s
1809 0.500000 s
2337 0.670000 s
727 0.180000 s
1709 0.460000 s
3491 1.040000 s
1884 0.480000 s
2502 0.710000 s
2275 0.640000 s
976 0.260000 s
3136 0.890000 s
1844 0.500000 s
3633 1.000000 s
2163 0.580000 s
157 0.030000 s
5353 1.540000 s
5703 1.680000 s
1731 0.440000 s
9792 3.230000 s
2016 0.550000 s
2683 0.720000 s
4164 1.180000 s
542 0.130000 s
1537 0.320000 s
1209 0.320000 s
2641 0.740000 s
2377 0.670000 s
5152 1.560000 s
1955 0.530000 s
3381 0.960000 s
1972 0.550000 s
558 0.140000 s
1408 0.370000 s
1835 0.480000 s
1821 0.490000 s
3209 0.940000 s
3774 1.110000 s
1902 0.520000 s
2443 0.700000 s
274 0.060000 s
214 0.050000 s
547 0.130000 s
1441 0.390000 s
3732 1.050000 s
6148 1.820000 s
1765 0.480000 s
1586 0.430000 s
882 0.220000 s
2888 0.780000 s
2234 0.620000 s
2499 0.700000 s
3930 1.130000 s
4444 1.310000 s
1602 0.430000 s
1119 0.290000 s
1968 0.540000 s
2037 0.570000 s
4858 1.440000 s
2668 0.760000 s
2191 0.620000 s
6162 1.710000 s
737 0.180000 s
7972 2.580000 s
1977 0.540000 s
3364 0.970000 s
1822 0.500000 s
2307 0.670000 s
985 0.250000 s
2015 0.560000 s
2727 0.770000 s
608 0.150000 s
3098 0.880000 s
729 0.180000 s
2806 0.780000 s
2381 0.680000 s
3321 0.950000 s
2741 0.770000 s
2870 0.820000 s
1349 0.350000 s
2272 0.620000 s
257 0.050000 s
1614 0.430000 s
1235 0.310000 s
2210 0.630000 s
1330 0.350000 s
1206 0.300000 s
1779 0.490000 s
890 0.220000 s
5601 1.670000 s
2472 0.680000 s
2516 0.710000 s
484 0.120000 s
4998 1.460000 s
713 0.170000 s
1085 0.280000 s
6540 2.060000 s
941 0.250000 s
1694 0.440000 s
1169 0.300000 s
608 0.140000 s
3732 1.040000 s
4653 1.380000 s
1430 0.330000 s
4312 1.140000 s
1230 0.330000 s
2305 0.620000 s
3213 0.920000 s
851 0.220000 s
4711 1.360000 s
2383 0.660000 s
1035 0.280000 s
10359 3.480000 s
618 0.140000 s
11138 3.530000 s
2108 0.590000 s
2137 0.600000 s
597 0.150000 s
1670 0.420000 s
3470 0.750000 s
2637 0.740000 s
2324 0.660000 s
1228 0.320000 s
984 0.260000 s
826 0.220000 s
1315 0.360000 s
1030 0.270000 s
1503 0.400000 s
483 0.120000 s
3728 1.050000 s
1409 0.360000 s
2028 0.550000 s
647 0.160000 s
1496 0.410000 s
1176 0.310000 s
479 0.120000 s
941 0.240000 s
5225 1.440000 s
1143 0.300000 s
1512 0.410000 s
1408 0.390000 s
982 0.250000 s
452 0.120000 s
2492 0.710000 s
333 0.070000 s
646 0.170000 s
2370 0.690000 s
548 0.130000 s
1186 0.320000 s
3996 1.140000 s
8479 2.810000 s
1563 0.400000 s
725 0.170000 s
3735 1.100000 s
2310 0.620000 s
3724 1.060000 s
2519 0.730000 s
6488 1.980000 s
960 0.240000 s
11928 3.810000 s
1646 0.430000 s
516 0.120000 s
640 0.160000 s
1669 0.460000 s
1517 0.400000 s
2120 0.580000 s
2318 0.640000 s
5731 1.720000 s
4621 1.320000 s
1744 0.470000 s
4870 1.430000 s
1133 0.300000 s
2139 0.590000 s
2403 0.650000 s
632 0.150000 s
995 0.260000 s
1385 0.350000 s
4398 1.230000 s
1900 0.520000 s
42810 17.330000 s
886 0.230000 s
1025 0.270000 s
2773 0.790000 s
852 0.200000 s
1593 0.440000 s
895 0.240000 s
5618 1.660000 s
1221 0.310000 s
710 0.180000 s
4969 1.480000 s
4244 1.230000 s
1608 0.440000 s
10340 3.280000 s
5929 1.680000 s
4570 1.370000 s
4700 1.360000 s
1368 0.370000 s
1943 0.540000 s
9261 2.920000 s
2589 0.720000 s
452 0.100000 s
937 0.230000 s
552 0.140000 s
2709 0.760000 s
1323 0.340000 s
919 0.240000 s
935 0.240000 s
2814 0.780000 s
906 0.220000 s
2910 0.840000 s
2508 0.620000 s
3219 0.880000 s
1613 0.420000 s
4990 1.480000 s
1030 0.260000 s
6184 1.910000 s
4025 1.180000 s
3813 1.120000 s
1164 0.300000 s
280 0.060000 s
3289 0.930000 s
905 0.230000 s
936 0.210000 s
3544 0.990000 s
1470 0.400000 s
1070 0.260000 s
863 0.220000 s
1428 0.380000 s
1114 0.300000 s
4707 1.430000 s
902 0.240000 s
4833 1.410000 s
2095 0.570000 s
3584 0.970000 s
2430 0.660000 s
627 0.160000 s
768 0.200000 s
1694 0.440000 s
3279 0.890000 s
2054 0.570000 s
5642 1.640000 s
1035 0.260000 s
2114 0.590000 s
842 0.130000 s
1508 0.410000 s
669 0.160000 s
2459 0.710000 s
870 0.220000 s
1368 0.370000 s
1618 0.460000 s
1929 0.530000 s
738 0.190000 s
1375 0.360000 s
2709 0.750000 s
1550 0.400000 s
1958 0.540000 s
1520 0.400000 s
2123 0.570000 s
2611 0.720000 s
2602 0.760000 s
2758 0.760000 s
1521 0.400000 s
2504 0.690000 s
1175 0.310000 s
1509 0.400000 s
1906 0.520000 s
931 0.230000 s
1358 0.360000 s
2174 0.610000 s
3476 1.000000 s
1100 0.280000 s
2114 0.610000 s
1013 0.250000 s
3514 0.980000 s
1776 0.490000 s
1283 0.350000 s
3930 1.090000 s
4651 1.360000 s
916 0.220000 s
982 0.240000 s
972 0.260000 s
551 0.130000 s
10988 3.660000 s
617 0.160000 s
1652 0.440000 s
1138 0.290000 s
3589 1.000000 s
1749 0.480000 s
2512 0.700000 s
5259 1.510000 s
4731 1.380000 s
6070 1.890000 s
1428 0.380000 s
798 0.190000 s
6514 2.070000 s
1565 0.420000 s
7404 2.190000 s
1923 0.460000 s
1528 0.390000 s
2070 0.550000 s
619 0.150000 s
1487 0.390000 s
1092 0.290000 s
3535 1.000000 s
3314 0.920000 s
972 0.250000 s
800 0.190000 s
